上海赛睿迪新能源汽车有限公司,NextEV蔚来汽车,2017.6.1,C轮,亿元及以上美元,汽车交通车联网及硬件,300-500人,上海嘉定区,李斌董事长秦力洪联合创始人及总经理,
哈尔滨恒普激光应用技术有限公司,恒普激光,2017.6.1,A+轮,数千万人民币,硬件3D打印,不明确,黑龙江哈尔滨,刘德健董事长兼总经理,
福建造梦信息技术有限公司,造梦科技,2017.6.1,Pre-A轮,1000万人民币,文化娱乐其他文娱服务,50-100人,福建泉州,王安镇CEO,
北京芯盾时代科技有限公司,芯盾时代,2017.6.1,B轮,数千万人民币,金融其他金融,不明确,北京海淀区,郭晓鹏创始人,
成都智行星科技有限公司,智行星,2017.6.1,战略投资,数百万人民币,企业服务行业信息化及解决方案,50-100人,四川成都,任科创始人,
上海百胜软件股份有限公司,百胜软件,2017.6.1,IPO上市后,1.2亿人民币,企业服务综合企业服务,300-500人,上海浦东新区,黄飞CEO,
玩美益邦（北京）科技有限公司,哪拍网,2017.6.1,天使轮,900万人民币,本地生活休闲娱乐,10-15人,北京海淀区,周璇CEO,
上海西舍咖啡有限公司,西舍咖啡Seesaw Coffee,2017.6.2,A轮,4500万人民币,本地生活美食餐饮,50-100人,上海奉贤区,宗心旷董事长,http://www.seesawcoffee.com/
上海楚山电子科技有限公司,楚山创新(楚山科技),2017.6.2,Pre-A轮,数千万人民币,硬件其他硬件服务,30-50人,上海浦东新区,郝鹏CEO,
星光物语（北京）电子商务有限公司,内购网,2017.6.2,B轮,数千万人民币,企业服务人力资源,150-300人,北京朝阳区,蔡虎CEO,
武汉南博网络科技有限公司,南泥湾,2017.6.2,天使轮,1500万人民币,农业农业电商,不明确,湖北武汉,李金舫CEO兼总经理,
上海嘉娜网络科技有限公司,趣销生活,2017.6.2,天使轮,未透露,旅游旅游信息化,不明确,上海浦东新区,刘嘉CEO,
深圳市中企工联保家电服务有限公司,中国联保,2017.6.2,A+轮,3000万人民币,本地生活维修服务,不明确,广东深圳,刘家兴董事长兼总经理,http://www.cug2313.com
北京智行者科技有限公司,智行者科技,2017.6.2,A轮,数千万人民币,汽车交通车联网及硬件,15-30人,北京海淀区,张德兆CEO,
